Sentences,Virtual,Video,Escorted,Self-Guided
"Perfect Patrick. My husband wants to actually see the apartment  On June 11th. See you soon, Madison.",0,0,1,1
"Perfect Antonio. My husband wants to actually see the apartment, maybe Today at 9:40 a.m.? See you soon.",0,0,1,1
"Hey. I need to see the place, maybe Today at 3:20 p.m.? , Heather.",1,1,1,1
" I need to see the place, perhaps Tomorrow? Goodbye.",1,1,1,1
"Hi. Can my sister be on sight today at 2:40 p.m.? Goodbye, Megan.",0,0,1,1
"Alright. Today at 8:10 a.m. I can't be there in person. , Eric.",1,1,0,0
"Hi Andrew. Could I schedule an appointment with a leasing agent on December 26th? Goodbye, Thomas.",0,0,1,0
"Good morning Kimberly. I need an appointment, perhaps Today at 8:00 a.m.? Thanks in advance, Pamela.",0,0,1,1
"Great Lauren. I need to see the apartment on my own, what about Tomorrow at 2:40 p.m.? I hope to hear back soon, Justin.",0,1,0,1
"Good evening John. My mother wants to be on sight  Today at 1:10 p.m.. Let me know, Michelle.",0,0,1,1
"Perfect Samantha. I need to see the place on my own, maybe On October 12th? I hope to hear back soon, Kelly.",0,1,0,1
Hey Alexander. Could I have a look at the apartment on April 13th? I hope to hear back soon.,1,1,1,1
"Hey. On September 22nd I would like to see it, but can't come in person. I hope to hear back soon, James.",1,1,0,0
" Could I see it in person tomorrow at 10:20 a.m.? Thank you, James.",0,0,1,1
"Good evening Colleen. I need an appointment  On October 7th. Let me know, Amber.",0,0,1,1
"Hello. Today at 10:30 a.m. I desire to see it, but can't come in person. Thanks in advance.",1,1,0,0
"Cool Jessica. Today at 8:30 a.m. I want to see it, but can't come in person. I hope to hear back soon, Nicholas.",1,1,0,0
"Hello Steven. I desire to see the apartment in person, what about Today at 1:30 p.m.? Goodbye.",0,0,1,1
"Good morning Timothy. I wish a video tour, perhaps On May 26th? I hope this works, Matthew.",1,1,0,0
"Hey April. My mother wants to be on sight, possibly On August 2nd? I hope to hear back soon.",0,0,1,1
"Sounds good Ronald. I desire to see it in person, what about On October 6th? Let me know, Timothy.",0,0,1,1
"Hello Katherine. I would like to see it, but can't come in person, what about Tomorrow at 10:40 a.m.? , Diamond.",1,1,0,0
"Sounds good Erika. Tomorrow I can't be there in person. Goodbye, Timothy.",1,1,0,0
"Perfect Gerald. I need someone with me on my tour, possibly Tomorrow? Thanks.",0,0,1,0
"Hey. I wish to see the place in person, what about Today at 5:10 p.m.? Thank you, David.",0,0,1,1
"Hello Matthew. My mother wants to see the apartment in person, what about Tomorrow at 1:30 p.m.? Thank you, Andrea.",0,0,1,1
"Hello Lisa. I want a video tour, perhaps Today at 3:10 p.m.? I hope to hear back soon, Michael.",1,1,0,0
"Good afternoon Joel. I desire to see the place, perhaps Today at 2:20 p.m.? See you soon.",1,1,1,1
"Great Robert. My father wants to see the rental unit in person, possibly On October 17th? .",0,0,1,1
"Great William. Tomorrow at 10:40 a.m. I want to see it, but can't come in person. I hope to hear back soon, Haley.",1,1,0,0
"Wonderful. I wish a 3D tour, maybe On February 6th? Goodbye, Mark.",1,1,0,0
"Cool. I would like a video tour, what about Tomorrow at 9:30 a.m.? See you soon, Amy.",1,1,0,0
"Hi. I desire a self guided tour, what about Tomorrow at 9:30 a.m.? Let me know, Charles.",0,0,0,1
"Hey Glenn. On July 15th I can't be there in person. Thank you, Angel.",1,1,0,0
"Wonderful. My client wants to be accompanied on the tour, perhaps Today at 9:00 a.m.? I hope to hear back soon.",0,0,1,0
"Good afternoon Jonathan. My father wants to actually see the rental unit  Today at 8:30 a.m.. I hope to hear back soon, Ethan.",0,0,1,1
"Good evening Laura. My client wants to be on sight, maybe Tomorrow at 4:40 p.m.? Thank you, Elizabeth.",0,0,1,1
" Tomorrow I want to see it, but can't come in person. Thanks, Michelle.",1,1,0,0
"Alright. I would like to be able to talk to a leasing agent on my tour, what about On January 15th? Thanks in advance, Yesenia.",0,0,1,0
"Hello Crystal. I need a virtual tour, possibly Today at 10:00 a.m.? Thank you, James.",1,1,0,0
"Good evening Nicole. My husband wants to be accompanied on the tour, maybe Today at 3:40 p.m.? Let me know, Tanner.",0,0,1,0
"Alright. Today at 1:00 p.m. I'm away, so I can't visit the unit. Let me know, Virginia.",1,1,0,0
" Kimberly. I desire an appointment, maybe Tomorrow at 10:10 a.m.? , John.",0,0,1,1
"To whom it may concern, My client wants to actually see the place, what about Today at 5:40 p.m.? I hope this works.",0,0,1,1
"Good morning Christina. I wish to see the building on video, what about Tomorrow at 8:10 a.m.? I hope this works, Benjamin.",1,1,0,0
"Perfect Megan. I need to see it, but can't come in person, perhaps On August 15th? Goodbye, Logan.",1,1,0,0
"Cool Charles. I need an online tour  On February 27th. I hope to hear back soon, Heather.",1,1,0,0
"Hey Laura. I need to see the place on my own, maybe On June 10th? Thanks, Lori.",0,1,0,1
"Good afternoon Vernon. I need a self guided tour, maybe On April 9th? Thank you, Derek.",0,0,0,1
"Wonderful. Can I be accompanied on my tour tomorrow at 2:10 p.m.? Thanks, Tonya.",0,0,1,0
Great John. I wish a self guided tour  On October 25th. Thanks.,0,0,0,1
"Good morning David. I wish to see it in person  Today. Goodbye, Wendy.",0,0,1,1
"Good afternoon Lisa. My client wants to actually see the flat, possibly Today at 3:30 p.m.? Let me know, Elizabeth.",0,0,1,1
Wonderful David. I need to schedule a call  Today at 4:20 p.m.. Thanks in advance.,1,0,0,0
"Perfect Jose. I would like to see it on my own, what about Today at 10:10 a.m.? I hope this works, Kevin.",1,1,0,1
"Hi Cynthia. Can my husband be on sight today at 9:00 a.m.? Let me know, Jeanne.",0,0,1,1
"Alright Douglas. Today I don't want a leasing agent for my tour. Thanks in advance, Greg.",0,1,0,1
" I would like to see it in person  On September 10th. Let me know, Mark.",0,0,1,1
"Hello Joel. I would like to be able to talk to a leasing agent on my tour, what about On March 9th? Thanks, Sheila.",0,0,1,0
"Hey William. I wish to see it, but can't come in person, perhaps On June 11th? See you soon.",1,1,0,0
"Hey Christopher. I need a 3D tour  On January 17th. I hope this works, Joseph.",1,1,0,0
"Sounds good Ruth. Could I see the flat on video on October 8th? Thank you, Sherry.",1,1,0,0
"To whom it may concern, My sister wants to be on sight, maybe Today at 10:40 a.m.? , David.",0,0,1,1
" Marcus. I desire to see it on my own, possibly Today at 10:00 a.m.? Let me know.",1,1,0,1
"Hi. I need a self guided tour, what about Today at 8:00 a.m.? , Monica.",0,0,0,1
Good morning Julia. Today at 9:20 a.m. I don't want a leasing agent for my tour. Thanks in advance.,0,1,0,1
"Great Kyle. Can I have a look at the community on July 27th? See you soon, Patricia.",1,1,1,1
"Sounds good Debbie. I wish to see it from my computer  On June 1st. Thank you, Justin.",1,1,0,0
Wonderful Andrew. Can I see the place on March 2nd? I hope this works.,1,1,1,1
"Good morning Andrew. I wish to see the place in person, possibly Today at 3:10 p.m.? Thanks, Julie.",0,0,1,1
"Alright. My client wants to be on sight, perhaps Today at 10:40 a.m.? Goodbye, Robert.",0,0,1,1
"Alright. I desire a tour without a leasing agent, what about On February 16th? Goodbye.",0,0,0,1
"Good evening. On November 18th I'm traveling, so I can't visit the place. See you soon, Jonathan.",1,1,0,0
"Perfect. I want a 3D tour, what about Today at 9:20 a.m.? Thank you.",1,1,0,0
"Sounds good Sandra. My father wants to be accompanied on the tour, what about On May 7th? I hope to hear back soon, Gregory.",0,0,1,0
"Hello. My husband wants to see the apartment in person, maybe Tomorrow? See you soon, Patrick.",0,0,1,1
Hey Alexis. I would like to see the building in person  Tomorrow at 3:10 p.m.. I hope to hear back soon.,0,0,1,1
"Hey. I need to be accompanied on my tour, maybe Tomorrow at 9:20 a.m.? I hope this works, Debra.",0,0,1,0
Cool Jessica. I want to be accompanied on my tour Tomorrow at 1:20 p.m.. Goodbye.,0,0,1,0
"Sounds good Jeremy. I wish an online tour, perhaps On March 16th? Thanks in advance.",1,1,0,0
Hey Jerome. I wish an online tour Tomorrow at 10:40 a.m.. Let me know.,1,1,0,0
"Hi Maria. I wish to see it in person, possibly Tomorrow? Thanks in advance, Stacey.",0,0,1,1
"Hey Elizabeth. I need a 3D tour, what about On December 21st? Thanks in advance.",1,1,0,0
"Great. I desire a 3D tour  Tomorrow. Thanks in advance, Linda.",1,1,0,0
"To whom it may concern, Tomorrow at 9:00 a.m. I don't want a leasing agent for my tour. Thanks.",0,1,0,1
. Could I talk to a leasing agent on my tour today at 10:40a.m.? See you soon.,0,0,1,0
Good morning Rhonda. Could I see it from my computer tomorrow? Goodbye.,1,1,0,0
"Great. Could I schedule a self guided tour on August 20th? See you soon, Jacqueline.",0,0,0,1
Perfect. I need to see it from my computer  Tomorrow at 10:30 a.m.. Let me know.,1,1,0,0
"Hello Elizabeth. My client wants to have a virtual tour, possibly On June 20th? I hope this works.",1,0,0,0
"Good afternoon Deborah. On May 13th I desire to see it on my own. Thanks in advance, Thomas.",1,1,0,1
" I need to see the building in person, what about Today at 1:40 p.m.? Let me know.",0,0,1,1
"Great Timothy. I wish an online tour, maybe Today? Thank you, Jeffrey.",1,1,0,0
"Hi Lisa. Today at 5:00 p.m. I don't want a leasing agent for my tour. I hope this works, Jesse.",0,1,0,1
" Anthony. My mother wants to be accompanied on the tour, perhaps Tomorrow at 8:40 a.m.? Thank you.",0,0,1,0
"Good afternoon. My wife wants to have a virtual tour, possibly Tomorrow at 8:40 a.m.? Thank you, John.",1,0,0,0
"Good morning Daniel. I need to see the apartment in person  On August 19th. Let me know, Laura.",0,0,1,1
 James. I need an appointment  Tomorrow. Goodbye.,0,0,1,1
"Hi Jacqueline. I wish to have a look at the flat Today at 9:20 a.m.. I hope to hear back soon, Greg.",1,1,1,1
"Hey Kimberly. I want to see the flat on video, maybe Tomorrow at 10:20 a.m.? Thanks, Charlene.",1,1,0,0
"Wonderful. I desire to schedule a call, what about Tomorrow at 1:10 p.m.? Thanks in advance, Deborah.",1,0,0,0
"To whom it may concern, Today at 8:30 a.m. I don't want a leasing agent for my tour. Let me know, Kim.",0,1,0,1
"Hi James. I wish to be able to talk to a leasing agent on my tour, possibly Tomorrow at 4:10 p.m.? Thanks.",0,0,1,0
"Great Francisco. I need to schedule a call, perhaps On July 12th? Goodbye.",1,0,0,0
Alright. Today I don't want a leasing agent for my tour. Thank you.,0,1,0,1
"Great. I desire someone with me on my tour, possibly On May 26th? See you soon, Holly.",0,0,1,0
"Good afternoon Brian. My partner wants to be on sight, what about Today at 4:00 p.m.? I hope this works, Catherine.",0,0,1,1
"To whom it may concern, My client wants to be on sight, perhaps Today at 5:20 p.m.? , Alicia.",0,0,1,1
" I wish to be accompanied on my tour, possibly Tomorrow? Goodbye, Stephanie.",0,0,1,0
"Hi Kelly. I desire an online tour  Today. Goodbye, John.",1,1,0,0
"Hello Patricia. My father wants to have a virtual tour  On November 5th. I hope this works, Rebecca.",1,0,0,0
" Joseph. My sister wants to actually see the community, possibly Today at 9:40 a.m.? Let me know, Edward.",0,0,1,1
"Perfect Lisa. I desire to see it, but can't come in person, perhaps On April 29th? Thanks in advance, Maria.",1,1,0,0
"Good afternoon Tina. My brother wants to be on sight, what about Tomorrow? Let me know.",0,0,1,1
"Sounds good Samantha. I want an online tour  Tomorrow at 4:20 p.m.. Goodbye, Barbara.",1,1,0,0
"Sounds good. My brother wants to actually see the community, perhaps Tomorrow? , Anne.",0,0,1,1
"Cool Mary. I want an appointment, maybe Today? Thanks in advance.",0,0,1,1
"Alright. I want to see it from my computer, possibly Tomorrow at 9:30 a.m.? I hope to hear back soon, Cody.",1,1,0,0
"Hello. I need to see it in person, what about Tomorrow at 1:30 p.m.? See you soon, Natalie.",0,0,1,1
"Good morning Teresa. On August 26th I don't want a leasing agent for my tour. Let me know, Alexander.",0,1,0,1
"Alright. I need a tour without a leasing agent, possibly On September 12th? I hope this works, Andrea.",0,0,0,1
"To whom it may concern, Tomorrow at 4:10 p.m. I want to see it, but can't come in person. Goodbye.",1,1,0,0
Perfect Alyssa. Can my client be accompanied on the tour for tomorrow at 2:40 p.m.? See you soon.,0,0,1,0
"Hey Spencer. I want to see it, but can't come in person, what about Today at 4:30 p.m.? I hope to hear back soon, Cynthia.",1,1,0,0
"Wonderful Adam. I need a self guided tour, what about On January 20th? Thanks in advance.",0,0,0,1
"Hello Stephanie. I would like to have a look at the rental unit, possibly On November 16th? , Michael.",1,1,1,1
" On June 12th I can't be there in person. See you soon, Robert.",1,1,0,0
Good evening Kimberly. Can I get a self guided tour for tomorrow at 8:20 p.m.? Goodbye.,0,0,0,1
"Cool Jonathan. I need a virtual tour  On September 7th. Thanks, Amanda.",1,1,0,0
". Could I talk to a leasing agent on my tour for tomorrow at 8:20 p.m.? Thanks in advance, Steven.",0,0,1,0
"Great Sarah. I would like to be accompanied on my tour  Today at 2:30 p.m.. Goodbye, Rachael.",0,0,1,0
"Cool Ronald. I need an appointment, perhaps On June 23rd? , Brandon.",0,0,1,1
"Hello Samantha. I need to see it, but can't come in person, perhaps Tomorrow at 3:20 p.m.? I hope this works, Samantha.",1,1,0,0
"Sounds good Erica. I would like to see the flat on video, perhaps Tomorrow? Thanks, Matthew.",1,1,0,0
"Sounds good Vernon. I need a video tour, possibly Tomorrow at 5:10 p.m.? See you soon, John.",1,1,0,0
"Perfect. Could I schedule a video tour for tomorrow at 5:00 p.m.? I hope to hear back soon, Kevin.",1,1,0,0
"Perfect. On May 16th I don't want a leasing agent for my tour. Thanks in advance, Jon.",0,1,0,1
"Great Matthew. Could I have a look at the rental unit on March 12th? Thank you, Elizabeth.",1,1,1,1
"Good evening. On June 7th I can't be there in person. , Calvin.",1,1,0,0
Perfect Isaac. Can I get an appointment for tomorrow at 9:30 a.m.? Thanks in advance.,0,0,1,1
"Wonderful Leah. I want someone with me on my tour, maybe Tomorrow at 10:00 a.m.? Goodbye, John.",0,0,1,0
"Good morning Darrell. I want a 3D tour, maybe Tomorrow at 1:00 p.m.? I hope to hear back soon, Edward.",1,1,0,0
" Susan. Can I see the building on my own on February 13th? Thank you, Gene.",0,1,0,1
"Great Richard. I wish to see the flat on my own, what about On April 20th? Thanks in advance.",0,1,0,1
" I need to be able to talk to a leasing agent on my tour, maybe Today at 1:40 p.m.? Thanks, Jessica.",0,0,1,0
"Wonderful Kevin. My husband wants to actually see the apartment, possibly Today? Goodbye, Bryce.",0,0,1,1
"Wonderful. I would like to see the apartment in person, what about On September 10th? See you soon, Ronald.",0,0,1,1
"Good morning Wendy. I would like to be accompanied on my tour, possibly On August 29th? Let me know.",0,0,1,0
"Hi Ashley. Today at 9:10 a.m. I'm away, so I can't visit the apartment. Thank you, Shawn.",1,1,0,0
"Perfect Troy. I wish an appointment, what about Today? Thanks, Michael.",0,0,1,1
"Alright Laura. Can I see the community on video on November 23rd? Thanks, Jimmy.",1,1,0,0
"Great Emily. I wish a tour without a leasing agent, maybe On September 8th? I hope to hear back soon, Diamond.",0,0,0,1
"Hi Aaron. Could I schedule a call for tomorrow at 1:00 p.m.? Thank you, Lauren.",1,0,0,0
"Hello Lucas. On December 7th I don't want a leasing agent for my tour. See you soon, Kevin.",0,1,0,1
"Hello Taylor. I desire someone with me on my tour, possibly Tomorrow at 10:30 a.m.? Thanks, Carol.",0,0,1,0
"Good evening Kaylee. I need to be accompanied on my tour, possibly Tomorrow at 3:00 p.m.? I hope this works, David.",0,0,1,0
"Perfect Mason. I desire a Zoom tour, maybe On August 23rd? I hope to hear back soon.",1,0,0,0
"To whom it may concern, I desire to see it in person, perhaps Today at 10:00 a.m.? Thank you, Garrett.",0,0,1,1
". Can I get an appointment for February 3rd? Thank you, Jennifer.",0,0,1,1
"Cool. I desire to see it in person, possibly Tomorrow? Thanks in advance, Tim.",0,0,1,1
"Hey. On April 21st I don't want a leasing agent for my tour. Thanks, Christopher.",0,1,0,1
